NumberOfVehicles,CrashDate,CrashTime,DayOfWeek,TypeOfCollision,LocationOfFirstHarmfulEvent,RoadwaySurfaceType,RoadwayDefect,LightCondition_Category,LightCondition_Value,RoadwayDescription,WorkZoneLocation,WeatherCondition,RoadwayAlignment,WorkZoneWorkersPresent,SchoolZone,IntersectionType,WorkZoneType,TrafficControlType,RoadwaySurfaceCondition,RelationToRoadway_Category,RelationToRoadway_Value,TrafficControlMechanicalDevice,WorkZoneRelated,Year,Meteorological Season,MonthName,DaytimeNighttime_NHTSA,ThreeHourLabel,Hour,CrashType,AlcoholInvolved,SpeedRelated,CommercialMotorVehiclesInvolved,PedestrianInvolved,BicycleInvolved,MotorcycleInvolved,MopedInvolved,TrainRelated,SchoolZoneInvolved,TeenDriverInvolved,DistractedDriverInvolved,DriverTextingInvolved,DriverUsingCellPhone,Single_Multi_Vehicle,Jurisdiction,TownName,LocationTypeName,Latitude,Longitude,Interstate_NonInterstate,RoadName,RouteNumber,RouteName,MileMarker,FunctionalClassCode,AtIntersection,SecondaryLocation,MatureDriverInvolved,MatureDriverFatalities,MatureDriverInjuries,LargeTruckInvolved,PedestrianFatalities,PedestrianInjuries,MotorcycleFatalities,MotorcycleInjuries,BicycleFatalities,BicycleInjuries,DistractedDriverFatalities,DistractedDriverInjuries,UnrestrainedInjuries,Number_Of_Fatalities,Number_Of_Injuries,Crash_UID,Is_Fatal,Is_Severe,Is_Minor,SeverityLabel
2,2024-11-20,08:00:00,Wednesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),On/Off Ramp,Not Provided,No,Not at Intersection,Not Provided,Yield Sign,Dry,Interchange Area,On Entrance/Exit Ramp,Yes - Working,No,2024,Autumn,November,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Waynesboro City,,Urban,38.04951,-78.91032,Interstate,I-64W,64.0,I-64,96.41,Interstate,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8883271,0,0,1,Minor
1,2023-03-18,12:49:00,Saturday,Fixed Object - Off Road,"Off Roadway, Location Unknown","Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2023,Spring,March,Daytime,Noon - 2:59pm,12,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Sussex County,,Rural,36.84872,-77.43083,Interstate,I-95N,95.0,I-95,24.0,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,1,2,0,2,c3978511,0,1,0,Severe
2,2023-08-16,13:36:00,Wednesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),On/Off Ramp,Not Provided,No,Not at Intersection,Not Provided,Highway Safety Corridor,Dry,Interchange Area,On Entrance/Exit Ramp,Yes - Working,No,2023,Summer,August,Daytime,Noon - 2:59pm,13,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Salem City,,Urban,37.29467,-80.10121,Interstate,I-81S RAMP 137A,81.0,I-81 RAMP,0.17,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0160998,0,0,1,Minor
1,2024-02-08,07:25:00,Thursday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Curve,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Winter,February,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Pulaski County,,Urban,37.15994,-80.55496,Non-Interstate,VA-114E,114.0,PEPPERS FERRY BLVD,2.05,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7531081,0,0,1,Minor
2,2022-02-20,14:54:00,Sunday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Winter,February,Daytime,Noon - 2:59pm,14,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Hanover County,,Rural,37.81491,-77.66909,Non-Interstate,US-33E,33.0,MOUNTAIN RD,112.29,Minor Arterial,At Intersection,BROWN PLEASANTS RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c2769799,0,1,0,Severe
2,2024-12-12,06:49:00,Thursday,Rear End,On Roadway,Concrete,No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Winter,December,Daytime,6:00am - 8:59am,6,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Hampton City,,Urban,37.00235,-76.31896,Interstate,I-64W,64.0,I-64,269.55,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1779206,0,0,1,Minor
2,2024-07-20,10:59:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Signal,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,July,Daytime,9:00am - 11:59am,10,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Henrico County,,Urban,37.5773,-77.39544,Non-Interstate,CR-7555N (HENRICO COUNTY),7555.0,LABURNUM AVE,9.95,Other Principal Arterial,At Intersection,MECHANICSVILLE TPIKE,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8010441,0,0,1,Minor
2,2023-12-08,09:22:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,No Traffic Control,Dry,Intersection Area,Within Intersection,No Traffic Control Device Present,No,2023,Winter,December,Daytime,9:00am - 11:59am,9,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.87865,-77.24673,Non-Interstate,SC-698N (FAIRFAX COUNTY),698.0,CEDAR LN,0.91,Minor Arterial,At Intersection,HILLTOP RD,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4507280,0,0,1,Minor
2,2024-09-14,07:15:00,Saturday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dusk,Dusk,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Curve - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2024,Autumn,September,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Multiple Vehicle Crashes,Fairfax County,,Urban,38.93778,-77.36977,Non-Interstate,SC-5327S (FAIRFAX COUNTY),5327.0,GREEN RANGE DR,0.13,Local,At Intersection,CLOUDCROFT SQ,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c9461912,0,0,1,Minor
1,2022-10-29,00:00:00,Saturday,Fixed Object - Off Road,Median,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Autumn,October,Nighttime,Midnight - 2:59am,0,Fatal Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Halifax County,,Rural,36.78831,-78.80158,Non-Interstate,US-360E,360.0,JAMES D HAGOOD HWY,39.7,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,2,0,c2046104,1,1,0,Fatal
2,2022-03-22,14:45:00,Tuesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Spring,March,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Rural,38.13233,-77.51361,Non-Interstate,SC-606E (SPOTSYLVANIA COUNTY),606.0,MUDD TAVERN RD,19.46,Minor Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8457437,0,0,1,Minor
3,2024-02-06,07:55:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Passing Lines,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Winter,February,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Campbell County,,Urban,37.33369,-79.26089,Non-Interstate,SC-622W (CAMPBELL COUNTY),622.0,WATERLICK RD,0.54,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7884314,0,0,1,Minor
2,2023-05-06,16:04:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Signal,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Spring,May,Daytime,3:00pm - 5:59pm,16,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Stafford County,,Urban,38.35181,-77.50634,Non-Interstate,US-17N,17.0,WARRENTON RD,183.27,Other Principal Arterial,At Intersection,PLANTATION DR,No,0,0,No,0,0,0,0,0,0,0,0,0,0,3,c2279376,0,1,0,Severe
3,2024-01-21,18:15:00,Sunday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Winter,January,Nighttime,6:00pm - 8:59pm,18,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Henrico County,,Urban,37.60549,-77.51422,Interstate,I-64W,64.0,I-64,184.32,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3909401,0,0,1,Minor
2,2022-01-15,12:46:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2022,Winter,January,Daytime,Noon - 2:59pm,12,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Chesterfield County,,Urban,37.50085,-77.52915,Non-Interstate,US-60W,60.0,MIDLOTHIAN TPKE,184.17,Other Principal Arterial,At Intersection,STONEBRIDGE PLAZA AVE,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,1,c3656297,0,0,1,Minor
1,2022-12-15,21:12:00,Thursday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2022,Winter,December,Nighttime,9:00pm - 11:59pm,21,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Single Vehicle Crashes,Warren County,Front Royal,Urban,38.91364,-78.19384,Non-Interstate,US-340S,340.0,ROYAL AVE,94.58,Minor Arterial,At Intersection,LAUREL ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8076417,0,0,1,Minor
1,2022-03-12,00:20:00,Saturday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,Rain,Curve - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2022,Spring,March,Nighttime,Midnight - 2:59am,0,Property Damage Crash,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Chesterfield County,,Urban,37.38026,-77.63578,Non-Interstate,SC-654N (CHESTERFIELD COUNTY),654.0,SPRING RUN RD,7.59,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8537407,0,0,1,Minor
2,2023-07-26,19:45:00,Wednesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous","Holes, Ruts, Bumps",Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,No Traffic Control Device Present,No,2023,Summer,July,Nighttime,6:00pm - 8:59pm,19,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.81191,-77.17806,Non-Interstate,SC-620W (FAIRFAX COUNTY),620.0,BRADDOCK RD,19.66,Minor Arterial,At Intersection,MONTGOMERY ST,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,2,c5796503,0,1,0,Severe
2,2023-11-12,16:00:00,Sunday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Signal,Dry,Other Location,"Driveway, Alley-Access - Related",Yes - Working,No,2023,Autumn,November,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Carroll County,,Urban,36.69404,-80.87481,Non-Interstate,US-58E,58.0,CARROLLTON PIKE,193.59,Other Principal Arterial,At Intersection,PLEASANT ACRES LN,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5447248,0,0,1,Minor
2,2023-08-28,10:45:00,Monday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dawn,Dawn,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Within Intersection,Yes - Working,No,2023,Summer,August,Daytime,9:00am - 11:59am,10,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Roanoke City,,Urban,37.25607,-79.94887,Non-Interstate,BUS US-220N (2 CITY OF ROANOKE),220.0,FRANKLIN RD,2.14,Minor Arterial,At Intersection,RESERVE AVE,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5713982,0,0,1,Minor
3,2024-03-30,21:27:00,Saturday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2024,Spring,March,Nighttime,9:00pm - 11:59pm,21,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.49227,-77.48913,Non-Interstate,US-360W,360.0,HULL ST RD,136.21,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7093047,0,0,1,Minor
2,2024-02-23,20:25:00,Friday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2024,Winter,February,Nighttime,6:00pm - 8:59pm,20,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Loudoun County,,Urban,38.91209,-77.49825,Non-Interstate,SC-2200W (LOUDOUN COUNTY),2200.0,TALL CEDARS PKWY,4.06,Major Collector,At Intersection,POLAND RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7027852,0,0,1,Minor
3,2022-08-16,16:40:00,Tuesday,Rear End,On Roadway,Concrete,No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Activity Area,No Adverse Condition (Clear/Cloud),Grade - Straight,With No Law Enforcement,No,Not at Intersection,Work on Shoulder or Median,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,Yes,2022,Summer,August,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Norfolk City,,Urban,36.9404,-76.26591,Interstate,I-64E,64.0,I-64,275.46,Interstate,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0962493,0,0,1,Minor
2,2022-02-14,11:00:00,Monday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Activity Area,No Adverse Condition (Clear/Cloud),Straight - Level,With No Law Enforcement,No,Not at Intersection,Work on Shoulder or Median,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,Yes,2022,Winter,February,Daytime,9:00am - 11:59am,11,Property Damage Crash,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.86227,-77.34636,Interstate,I-66W,66.0,I-66,58.12,Interstate,Not at Intersection,,Yes,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,c1933077,0,0,1,Minor
2,2023-12-20,08:10:00,Wednesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Within Intersection,Yes - Working,No,2023,Winter,December,Daytime,6:00am - 8:59am,8,Injury Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Henrico County,,Urban,37.66188,-77.64537,Non-Interstate,US-250E,250.0,BROAD ST,151.49,Other Principal Arterial,At Intersection,BON SECOURS PKWY,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c8157008,0,0,1,Minor
2,2023-03-30,07:00:00,Thursday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Curve,Not Provided,No,Three Approaches,Not Provided,Stop Sign,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Spring,March,Daytime,6:00am - 8:59am,7,Injury Crash,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.68465,-77.40794,Non-Interstate,SC-643W (PRINCE WILLIAM COUNTY),643.0,PURCELL RD,2.06,Minor Collector,At Intersection,HUNTERS GROVE RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c5179703,0,0,1,Minor
1,2023-11-14,23:38:00,Tuesday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Autumn,November,Nighttime,9:00pm - 11:59pm,23,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Roanoke City,,Urban,37.269,-79.92966,Non-Interstate,VA-24P,24.0,JAMISON AVE,0.22,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c6308469,0,0,1,Minor
2,2023-10-06,14:55:00,Friday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2023,Autumn,October,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Hanover County,,Urban,37.60994,-77.35458,Non-Interstate,US-360W,360.0,MECHANICSVILLE TPKE,148.14,Other Principal Arterial,At Intersection,SANDY LN,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4328305,0,0,1,Minor
2,2022-09-28,17:01:00,Wednesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Highway Safety Corridor,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2022,Autumn,September,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.55058,-77.43698,Interstate,I-95N,95.0,I-95,75.93,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1588888,0,0,1,Minor
2,2024-10-01,09:14:00,Tuesday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Autumn,October,Daytime,9:00am - 11:59am,9,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Roanoke County,,Urban,37.22967,-79.9761,Non-Interstate,VA-419N,419.0,ELECTRIC RD,0.44,Other Principal Arterial,At Intersection,TANGLEWOOD CENTER ENTRANCE RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7456499,0,0,1,Minor
2,2024-07-18,16:30:00,Thursday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Interchange Area,Main-Line Roadway,Yes - Working,No,2024,Summer,July,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Chesterfield County,,Urban,37.35291,-77.40473,Interstate,I-95N,95.0,I-95,60.84,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7190107,0,0,1,Minor
4,2023-10-24,15:32:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Autumn,October,Daytime,3:00pm - 5:59pm,15,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Arlington County,,Urban,38.85286,-77.07465,Interstate,I-395S,395.0,I-395,7.94,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3743337,0,0,1,Minor
1,2023-04-11,04:58:00,Tuesday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Spring,April,Nighttime,3:00am - 5:59am,4,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Nelson County,,Rural,37.69787,-78.92285,Non-Interstate,SC-655N (NELSON COUNTY),655.0,ARRINGTON RD,9.04,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7146000,0,0,1,Minor
1,2024-07-31,00:08:00,Wednesday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Wet,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2024,Summer,July,Nighttime,Midnight - 2:59am,0,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Surry County,Dendron,Rural,37.041,-76.94697,Non-Interstate,VA-31N,31.0,ROLFE HWAY,5.74,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3163426,0,0,1,Minor
